42.1782 	42.4935 	111
42.2086 	42.5278 	1025
42.2131 	42.5074 	1246
42.2067 	42.4913 	1383
42.1990 	42.4687 	1521
42.1930 	42.4298 	1741
42.1896 	42.4065 	1878
42.1808 	42.3597 	2290
42.1705 	42.3123 	2762
42.1530 	42.2327 	3409
42.1390 	42.1674 	3638
42.1265 	42.1101 	3927
42.1138 	42.0521 	4209
42.1005 	41.9916 	4590
42.0870 	41.9303 	4956
42.0738 	41.8703 	5306
42.0603 	41.8091 	5581
42.0461 	41.7449 	5847
42.0318 	41.6801 	6076
42.0172 	41.6144 	6350
42.0024 	41.5482 	6617
41.9877 	41.4823 	6838
41.9722 	41.4136 	7082
41.9570 	41.3460 	7280
41.9415 	41.2769 	7501
41.9257 	41.2076 	7721
41.9098 	41.1374 	7788
41.8943 	41.0691 	7971
41.8778 	40.9968 	8192
41.8619 	40.9276 	8352
41.8452 	40.8552 	8496
41.8289 	40.7845 	8664
41.8193 	40.7414 	8733
41.8076 	40.6620 	8931
41.8036 	40.5871 	9098
41.8058 	40.5133 	9243
41.8090 	40.4409 	9373
41.8120 	40.3643 	9510
41.8151 	40.2875 	9723
41.8181 	40.2131 	9914
41.8212 	40.1401 	10058
41.8242 	40.0655 	10188
41.8272 	39.9913 	10348
41.8300 	39.9181 	10508
41.8329 	39.8416 	10683
41.8355 	39.7691 	10828
41.8379 	39.6957 	10927
41.8419 	39.5928 	10973
41.8447 	39.5183 	10973
41.8460 	39.4830 	10973
41.8493 	39.3879 	10973
41.8520 	39.3047 	10980
41.8543 	39.2281 	10980
41.8566 	39.1555 	10980
41.8589 	39.0804 	10980
41.8612 	39.0079 	10973
41.8635 	38.9352 	10980
41.8657 	38.8628 	10973
41.8676 	38.7900 	10973
41.8695 	38.7174 	10973
41.8717 	38.6417 	10965
41.8738 	38.5685 	10973
41.8756 	38.4955 	10973
41.8774 	38.4222 	10965
41.8792 	38.3500 	10965
41.8810 	38.2766 	10965
41.8829 	38.2046 	10965
41.8846 	38.1319 	10973
41.8862 	38.0580 	10973
41.8880 	37.9732 	10980
41.8895 	37.8995 	10973
41.8912 	37.8154 	10973
41.8940 	37.7231 	10973
41.9244 	37.6055 	10980
41.9423 	37.5364 	10980
41.9600 	37.4678 	10980
41.9782 	37.3977 	10973
41.9964 	37.3273 	10973
42.0142 	37.2585 	10965
42.0383 	37.1654 	10973
42.0561 	37.0965 	10973
42.0739 	37.0272 	10973
42.0913 	36.9590 	10973
42.1103 	36.8847 	10973
42.1382 	36.7752 	10973
42.1616 	36.6824 	10973
42.1789 	36.6137 	10973
42.1965 	36.5435 	10973
42.2137 	36.4751 	10973
42.2310 	36.4052 	10973
42.2484 	36.3359 	10973
42.2657 	36.2666 	10973
42.2830 	36.1966 	10973
42.3007 	36.1247 	10973
42.3181 	36.0538 	10973
42.3350 	35.9850 	10973
42.3521 	35.9154 	10980
42.3691 	35.8457 	10980
42.3859 	35.7769 	10973
42.4028 	35.7068 	10973
42.4195 	35.6379 	10973
42.4360 	35.5692 	10965
42.4524 	35.5005 	10965
42.4690 	35.4312 	10965
42.4857 	35.3612 	10965
42.5023 	35.2913 	10973
42.5330 	35.1623 	10980
42.5514 	35.0845 	10980
42.5695 	35.0073 	10980
42.5889 	34.9237 	10973
42.6073 	34.8444 	10965
42.6234 	34.7751 	10965
42.6393 	34.7069 	10965
42.6550 	34.6394 	10965
42.6716 	34.5677 	10965
42.6892 	34.4919 	10973
42.7102 	34.4005 	10973
42.7269 	34.3267 	10980
42.7446 	34.2484 	10980
42.7604 	34.1932 	10973
42.7863 	34.1263 	10980
42.8177 	34.0645 	10980
42.8682 	33.9900 	10980
42.9161 	33.9350 	10980
42.9672 	33.8760 	10973
43.0116 	33.8251 	10973
43.0702 	33.7581 	10973
43.1132 	33.7087 	10973
43.1576 	33.6577 	10973
43.2033 	33.6050 	10973
43.2465 	33.5551 	10973
43.2894 	33.5052 	10965
43.3332 	33.4545 	10965
43.3760 	33.4046 	10965
43.4180 	33.3558 	10973
43.4704 	33.2947 	10973
43.5176 	33.2396 	10980
43.5610 	33.1889 	10980
43.6048 	33.1375 	10980
43.6480 	33.0866 	10980
43.6906 	33.0361 	10980
43.7334 	32.9851 	10973
43.7757 	32.9349 	10973
43.8263 	32.8749 	10973
43.8689 	32.8240 	10973
43.9204 	32.7625 	10973
43.9636 	32.7108 	10973
